,strategy,buy_hold
ann_return,-0.10828316799419124,0.19073119418133322
ann_vol,0.2515261604047649,0.2512308343298942
sharpe,-0.43050459570463007,0.7591870428248542
max_drawdown,-0.5959841600300504,-0.3511873850504529
hit_rate,0.5016202203499676,0.560596241088788
