Date,asset,vix,asset_ret,realized_vol,vol_z,ema_fast,ema_slow,risk_off,risk_on,position,switch,strategy_ret,buy_hold_ret,strategy_equity,buy_hold_equity
2010-01-27,38.8468132019043,23.139999389648438,0.007891943967969883,,,40.00330607205904,40.24783380806368,True,False,-1.0,0.0,-0.007971309047334963,0.007891943967969883,1.034912295956563,0.9629467091694437
2010-01-28,37.8474006652832,23.729999542236328,-0.02572701475991601,,,39.918760761989404,40.223948901170345,True,False,-1.0,0.0,0.025647649680550933,-0.02572701475991601,1.0614553639733517,0.9381729649696289
2010-01-29,37.18691635131836,24.6200008392334,-0.01745124638297013,,,39.81162960862976,40.19372967181859,True,False,-1.0,0.0,0.017371881303605053,-0.01745124638297013,1.0798948405653717,0.9218006774081022
2010-02-01,37.59537887573242,22.59000015258789,0.010984038594519907,,,39.72471781518281,40.167875435041616,True,False,-1.0,0.0,-0.011063403673884987,0.010984038594519907,1.0679475280188513,0.9319257716252074
2010-02-02,37.934326171875,21.479999542236328,0.009015663793758621,0.2008778779747176,,39.65450637819035,40.14565106426384,True,False,-1.0,0.0,-0.009095028873123702,0.009015663793758621,1.0582345144165386,0.9403277010629193
2010-02-03,38.14288330078125,21.600000381469727,0.005497847199428474,0.2029028332346857,,39.59522704182137,40.12572302681625,True,False,-1.0,0.0,-0.005577212278793553,0.005497847199428474,1.0523325158888914,0.9454974790807531
2010-02-04,37.03916549682617,26.079999923706055,-0.028936401982292526,0.22314088902388154,,39.4949893341745,40.095011011592476,True,False,-1.0,0.0,0.028857036902927447,-0.028936401982292526,1.0826997141340478,0.9181381839528282
2010-02-05,37.3520393371582,26.110000610351562,0.008447108247048307,0.22691790807399165,,39.410952079389546,40.067717761100596,True,False,-1.0,0.0,-0.008526473326413387,0.008447108247048307,1.0734681039009684,0.9258937965784261
2010-02-08,37.0826416015625,26.510000228881836,-0.0072123969768821405,0.22293806544267186,,39.31964578614143,40.038015510756935,True,False,-1.0,0.0,0.007133031897517061,-0.0072123969768821405,1.0811251861270612,0.9192158829590699
2010-02-09,37.46501159667969,26.0,0.01031129333302605,0.2288557039153205,,39.24691503361352,40.01241348176114,True,False,-1.0,0.0,-0.01039065841239113,0.01031129333302605,1.069891583616982,0.9286941875646374
2010-02-10,37.38678741455078,25.399999618530273,-0.0020879262756143824,0.22640683022001262,,39.173968852473806,39.98628784925159,True,False,-1.0,0.0,0.002008561196249303,-0.0020879262756143824,1.0720405263360286,0.9267551425684109
2010-02-11,37.95167541503906,23.959999084472656,0.015109295009082091,0.22899564870981134,,39.126035776495975,39.96604294940868,True,False,-1.0,0.0,-0.015188660088447171,0.015109295009082091,1.0557576671804707,0.9407577594186609
2010-02-12,38.02989959716797,22.729999542236328,0.002061152275188105,0.2292942693409119,,39.08305004397331,39.94677784142619,True,False,-1.0,0.0,-0.0021405173545531843,0.002061152275188105,1.0534977995716683,0.9426968044148876
2010-02-16,38.516578674316406,22.25,0.012797274836473083,0.23319275836655443,,39.06083548045735,39.93254700394251,True,False,-1.0,0.0,-0.012876639915838163,0.012797274836473083,1.0399322877544561,0.9547607545084498
2010-02-17,38.733829498291016,21.719999313354492,0.0056404496830211315,0.22545367638664024,,39.04801171645083,39.920619466572845,True,False,-1.0,0.0,-0.005719814762386211,0.0056404496830211315,1.033984067703076,0.9601460345035779
2010-02-18,38.977169036865234,20.6299991607666,0.006282351673617903,0.22245715668989532,,39.04523357215336,39.91123190010809,True,False,-1.0,0.0,-0.006361716752982982,0.006282351673617903,1.0274061539372519,0.966178009550359
2010-02-19,38.95979690551758,20.020000457763672,-0.00044570018236123055,0.2202965309579416,,39.04188311463823,39.901764885236545,True,False,-1.0,0.0,0.0003663351029961512,-0.00044570018236123055,1.0277825288764733,0.965747383835309
2010-02-22,38.88157272338867,19.940000534057617,-0.002007818016059204,0.1929135574366851,,39.035596432628445,39.891613719447015,True,False,-1.0,0.0,0.0019284529366941248,-0.002007818016059204,1.029764559112568,0.9638083388390825
2010-02-23,38.377532958984375,21.3700008392334,-0.012963461328844295,0.1985647998699831,,39.00979002189731,39.876548239243405,True,False,-1.0,0.0,0.012884096249479214,-0.012963461328844295,1.0430321448064768,0.9513140467101243
2010-02-24,38.768592834472656,20.270000457763672,0.010189812771608464,0.20189208856824234,,39.00033130866497,39.86552380735514,True,False,-1.0,0.0,-0.010269177850973544,0.010189812771608464,1.0323210622071766,0.9610077587331016
2010-02-25,38.75990676879883,20.100000381469727,-0.00022404903141348687,0.19992735988726118,,38.99090289533689,39.85452264279239,True,False,-1.0,0.0,0.0001446839520484075,-0.00022404903141348687,1.0324704224982395,0.9607924458755767
2010-02-26,38.898963928222656,19.5,0.0035876546415165578,0.17555954002127036,,38.987297445646135,39.84501459588125,True,False,-1.0,0.0,-0.003667019720881637,0.0035876546415165578,1.0286843330977113,0.9642394373535562
2010-03-01,39.46384811401367,19.260000228881836,0.014521831142684238,0.16639817495226394,,39.00598570715074,39.84122189456914,True,False,-1.0,0.0,-0.014601196222049318,0.014521831142684238,1.0136643112996038,0.9782419596439215
2010-03-02,39.58549499511719,19.059999465942383,0.0030824890860128296,0.16373006279680313,,39.0287115615808,39.838677348305936,True,False,-1.0,0.0,-0.003161854165377909,0.0030824890860128296,1.010459252574626,0.9812573798080036
2010-03-03,39.62895965576172,18.829999923706055,0.0010979946227751558,0.16203999441191871,,39.05225070252907,39.83659060509654,True,False,-1.0,0.0,-0.001177359702140235,0.0010979946227751558,1.00926957856999,0.9823347951345913
2010-03-04,39.75931930541992,18.719999313354492,0.003289504715505487,0.16163976974197933,,39.0799788830346,39.835821736443044,True,False,-1.0,0.0,-0.003368869794870566,0.003289504715505487,1.0058694807718636,0.9855661900753917
2010-03-05,40.35896301269531,17.420000076293945,0.015081840377323852,0.11945833252083853,,39.13013512341345,39.8410271222764,False,False,-1.0,0.0,-0.015161205456688932,0.015081840377323852,0.9906192869112683,1.000430342035396
2010-03-08,40.43717575073242,17.790000915527344,0.0019379273449742218,0.118713574436524,,39.18139161860243,39.84695894942522,False,False,-1.0,0.0,-0.002017292424339301,0.0019379273449742218,0.9886209181283778,1.0023691033519682
2010-03-09,40.66313552856445,17.920000076293945,0.005587921847582056,0.11112804416448932,,39.239499222914674,39.85508010941666,False,False,-1.0,0.0,-0.005667286926947135,0.005587921847582056,0.9830181197233624,1.0079702635639298
2010-03-10,40.993385314941406,18.56999969482422,0.00812160159525721,0.10991172281047946,,39.30827906966082,39.866406529372135,False,False,-1.0,0.0,-0.00820096667462229,0.00812160159525721,0.9749564208829612,1.0161565964644625
2010-03-11,41.14981460571289,18.059999465942383,0.003815964199338051,0.10715818774032915,,39.380496149506,39.87917675898747,False,False,-1.0,0.0,-0.0038953292787031303,0.003815964199338051,0.9711586445912361,1.020034213657492
2010-03-12,41.15850067138672,17.579999923706055,0.00021108395644198197,0.10107669616500803,,39.45022181703074,39.89190635015562,False,False,-1.0,0.0,-0.00029044903580706133,0.00021108395644198197,0.9708765724992988,1.020249526515017
2010-03-15,41.05423355102539,18.0,-0.0025333070607650443,0.10358049504451224,,39.5131242379717,39.9034717949404,False,False,-1.0,0.0,0.002453941981399965,-0.0025333070607650443,0.9732590472793127,1.0176649211857545
2010-03-16,41.31494140625,17.690000534057617,0.006350328155574569,0.09860586978593615,,39.58378373476693,39.91751626868478,False,False,-1.0,0.0,-0.006429693234939649,0.006350328155574569,0.9670012901671771,1.024127427387701
2010-03-17,41.42789840698242,16.90999984741211,0.0027340472208763344,0.098320590699467,,39.65610195720676,39.932544946677794,False,False,-1.0,0.0,-0.0028134123002414137,0.0027340472208763344,0.9642807168430714,1.0269274401343735
2010-03-18,41.566959381103516,16.6200008392334,0.0033566987336643983,0.09772411833911412,,39.731037542457614,39.948807776871085,False,False,-1.0,0.0,-0.0034360638130294776,0.0033566987336643983,0.9609673867663248,1.030374526172238
2010-03-19,41.31553649902344,16.969999313354492,-0.006048623373553164,0.1024367221851171,,39.793174756440585,39.96240706763877,False,False,-1.0,0.0,0.005969258294188084,-0.006048623373553164,0.966703649310224,1.0241421787297187
2010-03-22,41.68962097167969,16.8700008392334,0.00905432929970762,0.10284729562304104,,39.867545196253886,39.97959327563918,False,False,-1.0,0.0,-0.0091336943790727,0.00905432929970762,0.9578740736222902,1.0334150992656577
2010-03-23,41.97673034667969,16.350000381469727,0.006886831021923667,0.0828664725588447,,39.95025833940784,39.99946528629631,False,False,-1.0,0.0,-0.0069661961012887465,0.006886831021923667,0.951201334985097,1.0405320544298047
2010-03-24,41.77662658691406,17.549999237060547,-0.0047670163472237626,0.08619830304244261,,40.02188062362377,40.01714848331738,False,True,-1.0,0.0,0.004687651267858683,-0.0047670163472237626,0.9556602351290286,1.0355718211165275
2010-03-25,41.71574401855469,18.399999618530273,-0.0014573356762713763,0.08706065984046903,,40.08830663911126,40.034049931429195,False,True,1.0,2.0,-0.0018573356762713762,-0.0014573356762713763,0.9538852532799297,1.0340626453562731
2010-03-26,41.75923156738281,17.770000457763672,0.0010424732879936727,0.08756978759954613,,40.153833106886616,40.051215917856595,False,True,1.0,0.0,0.0010424732879936727,0.0010424732879936727,0.9548796531762851,1.035140628042169
2010-03-29,41.95932388305664,17.59000015258789,0.004791570825506186,0.07768026810978136,,40.22463666673642,40.07020206676406,False,True,1.0,0.0,0.004791570825506186,0.004791570825506186,0.959455026664314,1.0401005776757921
2010-03-30,42.09852981567383,17.1299991607666,0.00331764003169277,0.07768477959098735,,40.29812267257711,40.090384432424855,False,True,1.0,0.0,0.00331764003169277,0.00331764003169277,0.9626381530693844,1.0435512569892762
2010-03-31,41.8984260559082,17.59000015258789,-0.004753224415241286,0.08231673345232175,,40.36087966800186,40.108374896340116,False,True,1.0,0.0,-0.004753224415241286,-0.004753224415241286,0.9580625178971722,1.038591023675999
2010-04-01,41.8984260559082,17.469999313354492,0.0,0.08288402839054564,,40.4211756047825,40.12618635066418,False,True,1.0,0.0,0.0,0.0,0.9580625178971722,1.038591023675999
2010-04-05,42.289913177490234,17.020000457763672,0.009343719047098409,0.07341876813069297,,40.49445943116319,40.147715970831605,False,True,1.0,0.0,0.009343719047098409,0.009343719047098409,0.9670143848939591,1.048295326406066
2010-04-06,42.411712646484375,16.229999542236328,0.00288010685864859,0.07342486653147219,,40.56964583176403,40.17024330093761,False,True,1.0,0.0,0.00288010685864859,0.00288010685864859,0.969799489656304,1.0513145289655372
2010-04-07,42.30732727050781,16.6200008392334,-0.002461239347881339,0.07433833858234576,,40.637790201910846,40.19150781804776,False,True,1.0,0.0,-0.002461239347881339,-0.002461239347881339,0.9674125809928067,1.048726992279848
2010-04-08,42.40301513671875,16.479999542236328,0.0022617327159222267,0.07075601174050988,,40.707014709158216,40.21351286599474,False,True,1.0,0.0,0.0022617327159222267,0.0022617327159222267,0.9696006096770329,1.051098932428358
2010-04-09,42.65530014038086,16.139999389648438,0.005949694917888992,0.07199631388467019,,40.783418059402244,40.23780925678465,False,True,1.0,0.0,0.005949694917888992,0.005949694917888992,0.9753694374968104,1.0573526504048254
2010-04-12,42.690093994140625,15.579999923706055,0.0008156982519231804,0.0718502887952706,,40.8581896646861,40.26221009994242,False,True,1.0,0.0,0.0008156982519231804,0.0008156982519231804,0.9761650446419559,1.058215131113427
2010-04-13,42.9076042175293,16.200000762939453,0.005095098254375596,0.07078911917210094,,40.938558862836814,40.28853242947065,False,True,1.0,0.0,0.005095098254375596,0.005095098254375596,0.9811387014568935,1.0636068411807167
2010-04-14,43.420894622802734,15.59000015258789,0.011962690871091253,0.07760761187613875,,41.035905363227634,40.31970021248888,False,True,1.0,0.0,0.011962690871091253,0.011962690871091253,0.9928757604440862,1.0763304410301395
2010-04-15,43.61228942871094,15.890000343322754,0.0044078964187830305,0.07790137880342603,,41.13694003246228,40.352462294242336,False,True,1.0,0.0,0.0044078964187830305,0.0044078964187830305,0.9972522539528442,1.0810747941265835
2010-04-16,43.09029769897461,18.360000610351562,-0.011968913729915043,0.0933482182671301,,41.213542293894136,40.37970443757301,False,True,1.0,0.0,-0.011968913729915043,-0.011968913729915043,0.9853162277583193,1.0681355031800968
2010-04-19,43.06422424316406,17.34000015258789,-0.0006050887833890517,0.08917055210375367,,41.286118056610604,40.40641607742964,False,True,1.0,0.0,-0.0006050887833890517,-0.0006050887833890517,0.9847200239608115,1.067489186367983
2010-04-20,43.281700134277344,15.729999542236328,0.005050036194435892,0.08610259883995693,,41.36437617730342,40.43502586904007,False,True,1.0,0.0,0.005050036194435892,0.005050036194435892,0.9896928957231994,1.07288004539631
2010-04-21,43.52530288696289,16.31999969482422,0.005628308313439412,0.08524545507717722,,41.449118401211635,40.465774894094025,False,True,1.0,0.0,0.005628308313439412,0.005628308313439412,0.9952631924759502,1.0789185450751375
2010-04-22,43.768890380859375,16.469999313354492,0.005596457180989445,0.08250700317050334,,41.5400898513939,40.49864171485786,False,True,1.0,0.0,0.005596457180989445,0.005596457180989445,1.0008331403164568,1.084956666514426
2010-04-23,43.95158386230469,16.6200008392334,0.004174048733143199,0.08148012338661091,,41.63465824397864,40.53299934816579,False,True,1.0,0.0,0.004174048733143199,0.004174048733143199,1.0050106666178824,1.0894853285138058
2010-04-26,43.85587692260742,17.469999313354492,-0.002177553828255796,0.08309602507695861,,41.72176485882683,40.56606280661794,False,True,1.0,0.0,-0.002177553828255796,-0.002177553828255796,1.0028222017933508,1.087112915565872
2010-04-27,42.92499923706055,22.809999465942383,-0.021225836783279828,0.11759500269650201,,41.76895052071835,40.58953481090096,True,False,1.0,0.0,-0.021225836783279828,-0.021225836783279828,0.9815364614154358,1.0640380342550755
2010-04-28,42.95111083984375,21.079999923706055,0.0006083075887548528,0.11733003079379799,,41.81530974891935,40.613033079845664,True,False,-1.0,2.0,-0.0010876726681199322,0.0006083075887548528,0.9804688710335911,1.0646852966660367
2010-04-29,43.699302673339844,18.440000534057617,0.017419615438724056,0.12868559801167873,,41.88919182438682,40.64374223002969,False,True,-1.0,0.0,-0.017498980518089135,0.017419615438724056,0.9633116653607815,1.0832317050972229
2010-04-30,42.838016510009766,22.049999237060547,-0.019709380027602474,0.15024054586531765,,41.92640063558772,40.66557580495486,True,False,1.0,2.0,-0.020109380027602475,-0.019709380027602474,0.943940064997019,1.061881879763514
2010-05-03,43.43829345703125,20.190000534057617,0.014012715712017565,0.15447141210556162,,41.98569055015413,40.69316503532378,True,False,-1.0,2.0,-0.014492080791382644,0.014012715712017565,0.9302604093128592,1.076761728664383
2010-05-04,42.13330078125,23.84000015258789,-0.03004244807803369,0.1902982398666965,,41.991479186667696,40.707494744238474,True,False,-1.0,0.0,0.02996308299866861,-0.03004244807803369,0.9581338791674758,1.0444131703385693
2010-05-05,41.91582107543945,24.90999984741211,-0.005161705866332911,0.19095276623864335,,41.98851220191365,40.719517891812615,True,False,-1.0,0.0,0.0050823407869678315,-0.005161705866332911,0.9630034420609443,1.0390222167503573
2010-05-06,40.51514434814453,32.79999923706055,-0.03341642108773213,0.22357799239384005,,41.930733070393295,40.71748432421393,True,False,-1.0,0.0,0.03333705600836705,-0.03341642108773213,0.9951071417451802,1.0043018128359185
2010-05-07,39.5059700012207,40.95000076293945,-0.024908570934662033,0.23522580371044452,,41.8356443225826,40.70542945532843,True,False,-1.0,0.0,0.024829205855296955,-0.024908570934662033,1.0198148618156475,0.9792860898910853
2010-05-10,41.559139251708984,28.84000015258789,0.05197111349056449,0.30734615899759427,,41.82480098646991,40.713924080168034,True,False,-1.0,0.0,-0.05205047856992957,0.05197111349056449,0.9667330102054165,1.030180678408546
2010-05-11,41.51564025878906,28.31999969482422,-0.0010466769452673885,0.3064590490052323,,41.81267703636478,40.7219013555772,True,False,-1.0,0.0,0.0009673118659023092,-0.0010466769452673885,0.9676681425173477,1.029102412042996
2010-05-12,42.298614501953125,25.520000457763672,0.018859741492203153,0.3114070727827212,,41.83173340756433,40.73759004360085,True,False,-1.0,0.0,-0.01893910657156823,0.018859741492203153,0.9493413724403001,1.0485110175031296
2010-05-13,41.62872314453125,26.68000030517578,-0.01583719384924398,0.314906980631045,,41.82377222077872,40.74645703963001,True,False,-1.0,0.0,0.0157578287698789,-0.01583719384924398,0.9643009312313763,1.0319055452658645
2010-05-14,40.828346252441406,31.239999771118164,-0.01922655396638051,0.3189397054516668,,41.784735908294905,40.74727185766793,True,False,-1.0,0.0,0.019147188887015432,-0.01922655396638051,0.9827645833055882,1.012065557611603
2010-05-17,40.958831787109375,30.84000015258789,0.00319595444452192,0.31952437478242035,,41.75234751138567,40.74937693159273,True,False,-1.0,0.0,-0.0032753195238869994,0.00319595444452192,0.9795457152785028,1.0153000730285995
2010-05-18,40.393367767333984,33.54999923706055,-0.01380566766929503,0.3207700288714056,,41.69905418808953,40.74583455184886,True,False,-1.0,0.0,0.01372630258992995,-0.01380566766929503,0.9929912561670848,1.0012831776357556
2010-05-19,40.07146453857422,35.31999969482422,-0.007969209960752233,0.3194042376060939,,41.635227143010496,40.73912440246304,True,False,-1.0,0.0,0.007889844881387153,-0.007969209960752233,1.000825803146817,0.9933037417630071
2010-05-20,38.58378601074219,45.790000915527344,-0.0371256340381555,0.3379575273980121,,41.51556278488233,40.71767824931159,True,False,-1.0,0.0,0.037046268958790415,-0.0371256340381555,1.0379026650310914,0.9564267105575831
2010-05-21,39.01007843017578,40.099998474121094,0.011048485996550728,0.34158290549699216,,41.41730849646246,40.70068720633512,True,False,-1.0,0.0,-0.011127851075915808,0.011048485996550728,1.0263530387433293,0.9669937776759057
2010-05-24,38.85348129272461,38.31999969482422,-0.004014273842885663,0.3413919468915598,,41.31676625317863,40.68230704799074,True,False,-1.0,0.0,0.0039349087635205835,-0.004014273842885663,1.0303916443099463,0.963111999847948
2010-05-25,38.88827133178711,34.61000061035156,0.0008954162639993601,0.3371548941023498,,41.2215311582221,40.66445594633697,True,False,-1.0,0.0,-0.0009747813433644395,0.0008954162639993601,1.0293872377587143,0.9639743859966649
2010-05-26,38.45329666137695,35.02000045776367,-0.011185240575469102,0.3372852400299295,,41.112972942659546,40.642454361412,True,False,-1.0,0.0,0.011105875496104022,-0.011185240575469102,1.040819484258541,0.953192100580702
2010-05-27,39.90616226196289,29.68000030517578,0.03778260192825589,0.3622972442319288,,41.06564703361262,40.635128071865246,True,False,-1.0,0.0,-0.03786196700762097,0.03778260192825589,1.001412011284655,0.9892061782781008
2010-05-28,39.6712532043457,32.06999969482422,-0.005886535920821778,0.3577860134438889,,41.010964922660975,40.62553727716356,True,False,-1.0,0.0,0.005807170841456699,-0.005886535920821778,1.0072273819168718,0.9833831805765679
2010-06-01,39.305877685546875,35.540000915527344,-0.009210082598520075,0.35208038523040014,,40.94409875649964,40.612406335953445,True,False,-1.0,0.0,0.009130717519154995,-0.009210082598520075,1.0164240906187128,0.9743261402574623
2010-06-02,40.23677062988281,30.170000076293945,0.02368330130631424,0.3525484595741604,,40.9163603985931,40.60866866723632,True,False,-1.0,0.0,-0.02376266638567932,0.02368330130631424,0.9922711440469727,0.997401399807798
2010-06-03,40.619544982910156,29.459999084472656,0.009513048563173365,0.3546822138992667,,40.90472057837024,40.60877688928283,True,False,-1.0,0.0,-0.009592413642538445,0.009513048563173365,0.9827528687877193,1.0068897277611466
2010-06-04,39.227596282958984,35.47999954223633,-0.03426795402402483,0.3557151743373745,,40.83895099815803,40.595033798672645,True,False,-1.0,0.0,0.034188588944659745,-0.03426795402402483,1.0163518026528877,0.9723856768629647
2010-06-07,38.51420593261719,36.56999969482422,-0.018185930771692616,0.3505800374135606,,40.74778452499957,40.57432904378652,True,False,-1.0,0.0,0.018106565692327537,-0.018185930771692616,1.0347544433341378,0.9547019382601494
2010-06-08,38.444576263427734,33.70000076293945,-0.0018078957492015935,0.289350251975224,,40.657462632388906,40.553137473832706,True,False,-1.0,0.0,0.0017285306698365142,-0.0018078957492015935,1.0365430481251905,0.9529759366842143
2010-06-09,38.12269592285156,33.72999954223633,-0.008372581306933968,0.2896177519187928,,40.55806001632862,40.528953975812996,True,False,-1.0,0.0,0.008293216227568888,-0.008372581306933968,1.045139323752476,0.9449970681707742
2010-06-10,39.210166931152344,30.56999969482422,0.028525553662350767,0.30156491919193074,,40.50520146396877,40.51583171666215,True,False,-1.0,0.0,-0.028604918741715845,0.028525553662350767,1.0152431983227646,0.9719536327496437
2010-06-11,39.58428192138672,28.790000915527344,0.009541275121099924,0.3013752200674415,,40.46908697210281,40.50656256447036,True,False,-1.0,0.0,-0.009620640200465004,0.009541275121099924,1.005475908795732,0.9812273097646607
2010-06-14,39.575565338134766,28.579999923706055,-0.00022020314197601643,0.29473175880362396,,40.43404690802563,40.49729891047697,True,False,-1.0,0.0,0.00014083806261093706,-0.00022020314197601643,1.0056175180747287,0.9810112404280578
2010-06-15,40.63694763183594,25.8700008392334,0.026819131568499133,0.3110853167600984,,40.442003799155444,40.49868844999298,True,False,-1.0,0.0,-0.02689849664786421,0.026819131568499133,0.978567918635762,1.0073211099552744
2010-06-16,40.80223846435547,25.920000076293945,0.004067501181856503,0.3071714807872926,,40.45613064877113,40.501708848145846,True,False,-1.0,0.0,-0.0041468662612215825,0.004067501181856503,0.9745099283496574,1.0114183897605264
2010-06-17,40.9327392578125,25.049999237060547,0.0031983733826523864,0.3055537160820825,,40.474821182459024,40.50599770794353,True,False,-1.0,0.0,-0.0032777384620174656,0.0031983733826523864,0.9713157396758878,1.0146532834170616
2010-06-18,40.96674728393555,23.950000762939453,0.0008308270284294039,0.26997710558725724,,40.49411240212477,40.510582280838975,True,False,-1.0,0.0,-0.0009101921077944833,0.0008308270284294039,0.9704316557554582,1.0154962847894091
2010-06-21,40.61809158325195,24.8799991607666,-0.008510700111656444,0.271299758493412,,40.49897433079643,40.51165202514159,True,False,-1.0,0.0,0.008431335032291364,-0.008510700111656444,0.9786136901710737,1.0068537004450653
2010-06-22,40.30429458618164,27.049999237060547,-0.0077255475291631015,0.2727359883841328,,40.491339831007615,40.509588767042494,True,False,-1.0,0.0,0.007646182449798022,-0.0077255475291631015,0.9860963489939918,0.9990752043273632
2010-06-23,40.138675689697266,26.90999984741211,-0.004109212136940821,0.27357580014275884,,40.47750986468172,40.50589808965598,True,False,-1.0,0.0,0.0040298470575757415,-0.004109212136940821,0.9900701664644713,0.9949697923720245
2010-06-24,39.5285530090332,29.739999771118164,-0.015200368975318956,0.276444865511301,,40.44029587034257,40.49617326298312,True,False,-1.0,0.0,0.015121003895953876,-0.015200368975318956,1.0050410213088483,0.9798458844086733
2010-06-25,39.536399841308594,28.530000686645508,0.0001985104861692566,0.24097853568075012,,40.4048489672432,40.48662327868785,True,False,-1.0,0.0,-0.00027787556553433596,0.0001985104861692566,1.0047617449666668,0.9800403940915582
2010-06-28,39.396671295166016,29.0,-0.003534174752972463,0.24040647646678892,,40.36531258794605,40.475777985319475,True,False,-1.0,0.0,0.003454809673607384,-0.003534174752972463,1.0082330055628483,0.9765767600738666
2010-06-29,37.877037048339844,34.130001068115234,-0.038572655934325906,0.27503891540869285,,40.267733155020316,40.44991986654356,True,False,-1.0,0.0,0.038493290854960824,-0.038572655934325906,1.0470432118955504,0.9389076007140786
2010-06-30,37.30062484741211,34.540000915527344,-0.015217985509059173,0.2617521601347423,,40.15137596648666,40.41858359769648,True,False,-1.0,0.0,0.015138620429694093,-0.015217985509059173,1.062894001653925,0.9246193184520662
2010-07-01,37.195823669433594,32.86000061035156,-0.0028096359888669653,0.2571464594257603,,40.035471954837526,40.3865163347287,True,False,-1.0,0.0,0.002730270909501886,-0.0028096359888669653,1.0657959902265248,0.9220214747389417
2010-07-02,37.09103012084961,30.1200008392334,-0.0028173471708895503,0.231428577830894,,39.920003647622316,40.35372542712791,True,False,-1.0,0.0,0.002737982091524471,-0.0028173471708895503,1.0687141205609838,0.9194238201455865
2010-07-06,37.20455551147461,29.649999618530273,0.003060723583440783,0.2247588725802642,,39.813515485420446,40.32239040309156,True,False,-1.0,0.0,-0.0031400886628058624,0.003060723583440783,1.0653582634672296,0.9222379223150834
2010-07-07,38.3923225402832,26.84000015258789,0.03192531163132051,0.2543576210820605,,39.7577824287484,40.30318574774024,True,False,-1.0,0.0,-0.03200467671068559,0.03192531163132051,1.0312618166639034,0.951680655383214
2010-07-08,38.60193634033203,25.709999084472656,0.00545978430528371,0.25301536581787504,,39.712455131163445,40.28625789294016,True,False,-1.0,0.0,-0.0055391493846487895,0.00545978430528371,1.0255495034067177,0.9568766264891174
2010-07-09,38.96873092651367,24.979999542236328,0.00950197375975681,0.23357681411480297,,39.68328947607914,40.27314817188119,True,False,-1.0,0.0,-0.00958133883912189,0.00950197375975681,1.0157233661182847,0.9659688430853416
