Date,asset,vix,asset_ret,realized_vol,vol_z,ema_fast,ema_slow,core_risk_off,option_risk_off,condition_score,risk_off,risk_on,position,switch,strategy_ret,buy_hold_ret,strategy_equity,buy_hold_equity
2020-03-03,202.13442993164062,36.81999969482422,-0.032067259035596596,0.3591997680520791,,213.72234385098326,210.77290341707769,True,False,0,True,False,-1.0,0.0,0.031987893956231514,-0.032067259035596596,1.0356836725603953,0.9690965672013137
2020-03-04,210.56800842285156,31.989999771118164,0.041722622385820474,0.3824886669240681,,213.5986444224291,210.77086466091623,True,False,0,True,False,-1.0,0.0,-0.041801987465185556,0.041722622385820474,0.9923900366621282,1.0095298173300489
2020-03-05,204.17044067382812,39.619998931884766,-0.030382429871189998,0.3950168303501962,,213.2289109420918,210.7051888003482,True,False,0,True,False,-1.0,0.0,0.03030306479182492,-0.030382429871189998,1.0224624962418623,0.9788578484521434
2020-03-06,200.7256317138672,41.939998626708984,-0.016872221799551168,0.3950176646161374,,212.73858626647515,210.60588972486084,True,False,0,True,False,-1.0,0.0,0.01679285672018609,-0.016872221799551168,1.0396325624430156,0.9623423417228274
2020-03-09,186.7823486328125,54.459999084472656,-0.06946438759216722,0.4568961055512175,,211.72069459456682,210.36883956474097,True,False,0,True,False,-1.0,0.0,0.06938502251280214,-0.06946438759216722,1.1117674911931663,0.8954938203010391
2020-03-10,196.9528045654297,47.29999923706055,0.05445084081585705,0.5039420653392019,,211.14156165224773,210.23534667917568,True,False,0,True,False,-1.0,0.0,-0.05453020589522213,0.05445084081585705,1.0511425809907884,0.9442542117618347
2020-03-11,188.37448120117188,53.900001525878906,-0.04355522320784222,0.5205865257981744,,210.2487349678918,210.0178256296433,True,False,0,True,False,-1.0,0.0,0.04347585812847714,-0.04355522320784222,1.0968419067147452,0.9031270088036029
2020-03-12,171.1021728515625,75.47000122070312,-0.09169133865411239,0.5938752675243105,,208.71357566921222,209.63060520399077,True,False,0,True,False,-1.0,0.0,0.0916119735747473,-0.09169133865411239,1.197325758488372,0.8203180843917162
2020-03-13,185.59542846679688,57.83000183105469,0.08470526921833899,0.6876992605244524,,207.80698166127436,209.39144921655603,True,False,0,True,False,-1.0,0.0,-0.08478463429770407,0.08470526921833899,1.0958109319197142,0.8898033485747886
2020-03-16,163.36338806152344,82.69000244140625,-0.11978765096173027,0.790157369993727,,206.06409563775472,208.933458558297,True,False,0,True,False,-1.0,0.0,0.11970828588236519,-0.11978765096173027,1.2269885802309806,0.783215895631133
2020-03-17,175.7531280517578,75.91000366210938,0.07584159545937141,0.8525608493432385,,204.87543024222543,208.6033060159434,True,False,0,True,False,-1.0,0.0,-0.0759209605387365,0.07584159545937141,1.133834428649784,0.8426162387449387
2020-03-18,170.4074249267578,76.44999694824219,-0.030415977139398254,0.8514400039202116,,203.52374375926593,208.22324749764306,True,False,0,True,False,-1.0,0.0,0.030336612060033175,-0.030415977139398254,1.1682311238520418,0.8169872424899869
