Date,asset,vix,asset_ret,realized_vol,vol_z,ema_fast,ema_slow,core_risk_off,option_risk_off,option_score,risk_off,risk_on,position,switch,strategy_ret,buy_hold_ret,strategy_equity,buy_hold_equity
2010-01-22,38.37751388549805,27.309999465942383,-0.029237316511110167,,,40.17752942018632,40.29699489724389,True,False,0,True,False,-1.0,0.0,0.02915795143174509,-0.029237316511110167,1.047896403348315,0.9513135739107006
2010-01-25,38.50787353515625,25.40999984741211,0.003396771610770344,,,40.11205271881259,40.27919269463606,True,False,0,True,False,-1.0,0.0,-0.003476136690135423,0.003396771610770344,1.0442537722131748,0.954544968851501
2010-01-26,38.54264831542969,24.549999237060547,0.0009030563643481759,,,40.05050744809169,40.26191364608675,True,False,0,True,False,-1.0,0.0,-0.0009824214437132552,0.0009030563643481759,1.0432278749146742,0.9554069767606789
2010-01-27,38.8468132019043,23.139999389648438,0.00789164470446746,,,40.00330375216278,40.2478330446521,True,False,0,True,False,-1.0,0.0,-0.00797100978383254,0.00789164470446746,1.0349122953169625,0.9629467091694436
2010-01-28,37.847412109375,23.729999542236328,-0.02572672016453348,,,39.91875898185738,40.223948259226454,True,False,0,True,False,-1.0,0.0,0.0256473550851684,-0.02572672016453348,1.0614550584369633,0.9381732486492829
2010-01-29,37.18691635131836,24.6200008392334,-0.017451543480644816,,,39.81162789830683,40.1937290362622,True,False,0,True,False,-1.0,0.0,0.017372178401279737,-0.017451543480644816,1.079894845077071,0.9218006774081021
2010-02-01,37.595367431640625,22.59000015258789,0.010983730849406292,,,39.724715723143454,40.167874691937605,True,False,0,True,False,-1.0,0.0,-0.011063095928771373,0.010983730849406292,1.0679478648129974,0.9319254879455531
2010-02-02,37.934295654296875,21.479999542236328,0.009015159202061751,0.20087705555285762,,39.65450317142398,40.145650024896405,True,False,0,True,False,-1.0,0.0,-0.009094524281426831,0.009015159202061751,1.0582353870251577,0.9403269445838414
2010-02-03,38.142887115478516,21.600000381469727,0.005498756668176341,0.20290252223735336,,39.59522411040651,40.12572203574797,True,False,0,True,False,-1.0,0.0,-0.00557812174754142,0.005498756668176341,1.0523324211987748,0.9454975736406377
2010-02-04,37.039180755615234,26.079999923706055,-0.028936099056208975,0.22314016128612724,,39.49498711610097,40.09501018221431,True,False,0,True,False,-1.0,0.0,0.028856733976843896,-0.028936099056208975,1.0826992979325158,0.918138562192367
2010-02-05,37.35205078125,26.110000610351562,0.008447001776283436,0.2269172238874708,,39.41095039708721,40.06771705384651,True,False,0,True,False,-1.0,0.0,-0.008526366855648516,0.008447001776283436,1.07346780652399,0.9258940802580803
2010-02-08,37.082637786865234,26.510000228881836,-0.007212803279867175,0.2229374024706816,,39.31964402021576,40.03801477258301,True,False,0,True,False,-1.0,0.0,0.007133438200502096,-0.007212803279867175,1.0811253227820574,0.9192157883991852
2010-02-09,37.465023040771484,26.0,0.010311705874431976,0.22885537799794176,,39.24691378572775,40.01241286480379,True,False,0,True,False,-1.0,0.0,-0.010391070953797056,0.010311705874431976,1.0698912728430823,0.9286944712442916
2010-02-10,37.38679504394531,25.399999618530273,-0.0020880274580651337,0.2264067356378276,,39.17396795271667,39.98628731434749,True,False,0,True,False,-1.0,0.0,0.0020086623787000544,-0.0020880274580651337,1.0720403231921418,0.9267553316881803
2010-02-11,37.95168685913086,23.959999084472656,0.015109393959058526,0.22899599892283246,,39.12603536081135,39.96604253369857,True,False,0,True,False,-1.0,0.0,-0.015188759038423606,0.015109393959058526,1.0557573610437025,0.9407580430983149
2010-02-12,38.02992630004883,22.729999542236328,0.0020615537119175187,0.22929466978009763,,39.08305069176184,39.946777695552804,True,False,0,True,False,-1.0,0.0,-0.002140918791282598,0.0020615537119175187,1.0534970702704092,0.9426974663340805
2010-02-16,38.51657485961914,22.25,0.012796463388615287,0.23319238482612994,,39.06083595324644,39.93254682156341,True,False,0,True,False,-1.0,0.0,-0.012875828467980367,0.012796463388615287,1.0399324227020874,0.954760659948565
2010-02-17,38.733829498291016,21.719999313354492,0.005640549282061036,0.22545312786310953,,39.04801217069917,39.92061928600847,True,False,0,True,False,-1.0,0.0,-0.005719914361426115,0.005640549282061036,1.033984098302561,0.9601460345035779
2010-02-18,38.97715759277344,20.6299991607666,0.006282056218922527,0.22245655315473487,,39.04523355980012,39.911231607468814,True,False,0,True,False,-1.0,0.0,-0.006361421298287606,0.006282056218922527,1.0274064898375284,0.9661777258707049
2010-02-19,38.95978546142578,20.020000457763672,-0.0004457003132233295,0.22029563439967545,,39.04188265398152,39.90176448163754,True,False,0,True,False,-1.0,0.0,0.0003663352338582501,-0.0004457003132233295,1.0277828650342506,0.965747100155655
2010-02-22,38.881591796875,19.940000534057617,-0.002007035296131221,0.19291215742361006,,39.03559673801656,39.89161350964986,True,False,0,True,False,-1.0,0.0,0.0019276702167661417,-0.002007035296131221,1.0297640914524797,0.9638088116385063
2010-02-23,38.37751388549805,21.3700008392334,-0.012964436075826202,0.1985642837322938,,39.009789567329555,39.87654784174785,True,False,0,True,False,-1.0,0.0,0.012885070996461122,-0.012964436075826202,1.0430326748804513,0.9513135739107008
2010-02-24,38.76859664916992,20.270000457763672,0.010190414231591394,0.20189195447413696,,39.00033102151937,39.86552345177195,True,False,0,True,False,-1.0,0.0,-0.010269779310956474,0.010190414231591394,1.0323209594953124,0.9610078532929865
2010-02-25,38.759925842285156,20.100000381469727,-0.00022365542305358144,0.19992737155663604,,38.990903367431756,39.85452248053328,True,False,0,True,False,-1.0,0.0,0.00014429034368850207,-0.00022365542305358144,1.0324699134413549,0.9607929186750005
2010-02-26,38.898963928222656,19.5,0.003587160783104837,0.17556002271159987,,38.98729789922748,39.845014435236656,True,False,0,True,False,-1.0,0.0,-0.003666525862469916,0.003587160783104837,1.0286843358015,0.9642394373535563
2010-03-01,39.463829040527344,19.260000228881836,0.014521340808639316,0.166397787806152,,39.00598539496473,39.84122154573706,True,False,0,True,False,-1.0,0.0,-0.014600705888004396,0.014521340808639316,1.0136648183628651,0.978241486844498
2010-03-02,39.58550262451172,19.059999465942383,0.0030831672177431546,0.16372988654062146,,39.02871156082932,39.8386770788592,True,False,0,True,False,-1.0,0.0,-0.003162532297108234,0.0030831672177431546,1.01045907063635,0.9812575689277733
2010-03-03,39.62897491455078,18.829999923706055,0.0010981871431927637,0.16204009438345945,,39.052251300190946,39.836590490159615,True,False,0,True,False,-1.0,0.0,-0.001177552222557843,0.0010981871431927637,1.0092692023119185,0.9823351733741303
2010-03-04,39.75932693481445,18.719999313354492,0.0032893109282978727,0.1616396107105892,,39.07997975645069,39.835821698564146,True,False,0,True,False,-1.0,0.0,-0.003368676007662952,0.0032893109282978727,1.0058693013648172,0.9855663791951612
2010-03-05,40.358970642089844,17.420000076293945,0.01508183748327796,0.11945921061832793,,39.13013626176988,39.84102716068878,False,False,0,False,False,-1.0,0.0,-0.01516120256264304,0.01508183748327796,0.990619113135281,1.0004305311551653
2010-03-08,40.43720626831055,17.790000915527344,0.0019384940937792194,0.11871437236345316,,39.1813939090852,39.84695929111288,False,False,0,False,False,-1.0,0.0,-0.0020178591731442987,0.0019384940937792194,0.9886201832707489,1.002369859831046
2010-03-09,40.663150787353516,17.920000076293945,0.0055875402851466305,0.11112824368041656,,39.23950202195847,39.85508059953319,False,False,0,False,False,-1.0,0.0,-0.00566690536451171,0.0055875402851466305,0.9830177662507072,1.0079706418034686
2010-03-10,40.99339294433594,18.56999969482422,0.0081214109233545,0.10991156067733983,,39.30828205813014,39.86640709052625,False,False,0,False,False,-1.0,0.0,-0.00820077600271958,0.0081214109233545,0.9749562577429914,1.016156785584232
2010-03-11,41.14981460571289,18.059999465942383,0.003815777376353191,0.10715796265153467,,39.38049902078044,39.879177314557964,False,False,0,False,False,-1.0,0.0,-0.0038951424557182703,0.003815777376353191,0.9711586642309885,1.020034213657492
2010-03-12,41.15849685668945,17.579999923706055,0.00021099125378221117,0.1010763412844286,,39.45022442611021,39.891906862240866,False,False,0,False,False,-1.0,0.0,-0.00029035633314729054,0.00021099125378221117,0.9708766821623381,1.0202494319551323
2010-03-15,41.05421829223633,18.0,-0.002533585344873357,0.10358045674264904,,39.51312614635045,39.90347215010152,False,False,0,False,False,-1.0,0.0,0.0024542202655082777,-0.002533585344873357,0.9732594273910103,1.0176645429462154
2010-03-16,41.31494140625,17.690000534057617,0.00635070218991296,0.09860693595444339,,39.5837855683073,39.91751662031196,False,False,0,False,False,-1.0,0.0,-0.006430067269278039,0.00635070218991296,0.9670013038024271,1.0241274273877008
2010-03-17,41.42792892456055,16.90999984741211,0.0027347858780566447,0.09832156686177704,,39.65610491561135,39.93254559846368,False,False,0,False,False,-1.0,0.0,-0.002814150957421724,0.0027347858780566447,0.9642800161575034,1.0269281966134511
2010-03-18,41.56694793701172,16.6200008392334,0.003355683377373797,0.09772522122444965,,39.73103993605842,39.94880830829998,False,False,0,False,False,-1.0,0.0,-0.0034350484567388763,0.003355683377373797,0.9609676675761374,1.0303742424925832
2010-03-19,41.3155403137207,16.969999313354492,-0.006048257949368474,0.10243734904823926,,39.79317720577067,39.962407631737,False,False,0,False,False,-1.0,0.0,0.005968892870003395,-0.006048257949368474,0.9667035806354365,1.024142273289603
2010-03-22,41.68962478637695,16.8700008392334,0.009054328463714123,0.10284844858639913,,39.867547699127776,39.97959387208168,False,False,0,False,False,-1.0,0.0,-0.009133693543079203,0.009054328463714123,0.957874006382915,1.033415193825542
2010-03-23,41.97673797607422,16.350000381469727,0.0068869218940796895,0.08286527492892724,,39.95026104332175,39.999465952718424,False,False,0,False,False,-1.0,0.0,-0.006966286973444769,0.0068869218940796895,0.9512011811700483,1.0405322435495739
2010-03-24,41.776611328125,17.549999237060547,-0.004767560739552645,0.08619734802731516,,40.02188262311796,40.01714899127968,False,False,0,False,True,-1.0,0.0,0.004688195660187566,-0.004767560739552645,0.9556605984195751,1.0355714428769882
2010-03-25,41.715736389160156,18.399999618530273,-0.0014571535849740025,0.08705980193817435,,40.08830826100197,40.034050358422775,False,False,0,False,True,1.0,2.0,-0.0018571535849740025,-0.0014571535849740025,0.9538857899132018,1.0340624562365033
2010-03-26,41.75923156738281,17.770000457763672,0.0010426563687355728,0.0875688529111389,,40.15383466517377,40.051216340601485,False,False,0,False,True,1.0,0.0,0.0010426563687355728,0.0010426563687355728,0.9548803650071012,1.0351406280421687
2010-03-29,41.95933151245117,17.59000015258789,0.004791753525097198,0.07768022499676613,,40.22463846310622,40.07020256121691,False,False,0,False,True,1.0,0.0,0.004791753525097198,0.004791753525097198,0.9594559163621701,1.040100766795561
2010-03-30,42.098514556884766,17.1299991607666,0.003317093943507876,0.07768471552120292,,40.29812380011714,40.09038477012903,False,False,0,False,True,1.0,0.0,0.003317093943507876,0.003317093943507876,0.9626385217713979,1.0435508787497365
2010-03-31,41.8984260559082,17.59000015258789,-0.004752863683733954,0.08231626048286486,,40.360880751324636,40.10837523068405,False,False,0,False,True,1.0,0.0,-0.004752863683733954,-0.004752863683733954,0.9580632321007072,1.0385910236759983
2010-04-01,41.8984260559082,17.469999313354492,0.0,0.082883568664512,,40.42117664562203,40.126186681681304,False,False,0,False,True,1.0,0.0,0.0,0.0,0.9580632321007072,1.0385910236759983
2010-04-05,42.28990936279297,17.020000457763672,0.009343628000784143,0.0734181306351151,,40.494460281589525,40.14771626059784,False,False,0,False,True,1.0,0.0,0.009343628000784143,0.009343628000784143,0.9670150185426851,1.0482952318461805
2010-04-06,42.41170883178711,16.229999542236328,0.0028801071184441085,0.07342427846288276,,40.569646499244335,40.17024354986341,False,False,0,False,True,1.0,0.0,0.0028801071184441085,0.0028801071184441085,0.9698001253812323,1.0513144344056518
2010-04-07,42.307334899902344,16.6200008392334,-0.002460969735945673,0.07433772702766873,,40.637791142407394,40.19150814041106,False,False,0,False,True,1.0,0.0,-0.002460969735945673,-0.002460969735945673,0.9674134766227528,1.0487271813996166
2010-04-08,42.40302658081055,16.479999542236328,0.0022618224743913284,0.07075559720705919,,40.70701606156046,40.213513299022004,False,False,0,False,True,1.0,0.0,0.0022618224743913284,0.0022618224743913284,0.9696015941662072,1.0510992161080113
2010-04-09,42.655303955078125,16.139999389648438,0.005949513386427574,0.07199583548814294,,40.78341950836507,40.23780972346037,False,False,0,False,True,1.0,0.0,0.005949513386427574,0.005949513386427574,0.9753702518302005,1.0573527449647093
2010-04-12,42.69010543823242,15.579999923706055,0.0008158770405422011,0.07184974735206252,,40.85819150561477,40.26221067584617,False,False,0,False,True,1.0,0.0,0.0008158770405422011,0.0008158770405422011,0.9761660340246967,1.0582154147930802
2010-04-13,42.90760040283203,16.200000762939453,0.005094739456998898,0.07078810287448853,,40.93856048197623,40.288532961686826,False,False,0,False,True,1.0,0.0,0.005094739456998898,0.005094739456998898,0.9811393456348244,1.063606746620831
2010-04-14,43.42089080810547,15.59000015258789,0.011962691934633618,0.07760642713723408,,41.03590676927542,40.319700701452184,False,False,0,False,True,1.0,0.0,0.011962691934633618,0.011962691934633618,0.9928764133716018,1.0763303464702538
2010-04-15,43.612308502197266,15.890000343322754,0.004408423929802563,0.07790034480010409,,41.136942131350786,40.35246296812627,False,False,0,False,True,1.0,0.0,0.004408423929802563,0.004408423929802563,0.9972534335116457,1.081075266926006
2010-04-16,43.090301513671875,18.360000610351562,-0.011969258368863755,0.09334821909293027,,41.21354446006926,40.379705142708815,False,False,0,False,True,1.0,0.0,-0.011969258368863755,-0.011969258368863755,0.9853170495067084,1.0681355977399802
2010-04-19,43.064205169677734,17.34000015258789,-0.0006056198976900351,0.08917119345865153,,41.286119389857824,40.40641658576323,False,False,0,False,True,1.0,0.0,-0.0006056198976900351,-0.0006056198976900351,0.9847203218959939,1.0674887135685578
2010-04-20,43.281707763671875,15.729999542236328,0.005050658502511629,0.08610355054797894,,41.36437775745838,40.43502644822998,False,False,0,False,True,1.0,0.0,0.005050658502511629,0.005050658502511629,0.9896938079623739,1.072880234516078
2010-04-21,43.52529525756836,16.31999969482422,0.00562795477541056,0.0852461366025906,,41.44911962020779,40.465775391606485,False,False,0,False,True,1.0,0.0,0.00562795477541056,0.00562795477541056,0.9952637599550901,1.0789183559553663
2010-04-22,43.76890182495117,16.469999313354492,0.005596896378099903,0.08250734392528733,,41.5400914713742,40.498642321291506,False,False,0,False,True,1.0,0.0,0.005596896378099903,0.005596896378099903,1.0008341480884368,1.0849569501940783
2010-04-23,43.95159149169922,16.6200008392334,0.004173960486344663,0.08148053835753775,,41.63466009962224,40.53300002447964,False,False,0,False,True,1.0,0.0,0.004173960486344663,0.004173960486344663,1.0050115902759424,1.0894855176335734
2010-04-26,43.855892181396484,17.469999313354492,-0.002177379863953499,0.08309635389036715,,41.72176724008398,40.56606362803105,False,False,0,False,True,1.0,0.0,-0.002177379863953499,-0.002177379863953499,1.0028232982762357,1.087113293805409
2010-04-27,42.925010681152344,22.809999465942383,-0.0212259163807188,0.11759541279956513,,41.76895325738078,40.58953573801236,True,False,0,True,False,1.0,0.0,-0.0212259163807188,-0.0212259163807188,0.9815374548023877,1.0640383179347277
2010-04-28,42.951107025146484,21.079999923706055,0.0006079519510893139,0.11733060135877516,,41.81531222866571,40.61303395977489,True,False,0,True,False,-1.0,2.0,-0.0010873170304543933,0.0006079519510893139,0.9804702124117523,1.06468520210615
2010-04-29,43.699275970458984,18.440000534057617,0.017419084096586213,0.12868550566387868,,41.88919315971643,40.64374283550309,False,False,0,False,True,-1.0,0.0,-0.01749844917595129,0.017419084096586213,0.963313504231331,1.0832310431780279
2010-04-30,42.8380012512207,22.049999237060547,-0.01970913018834708,0.15023995331950765,,41.92640132016758,40.66557625257491,True,False,0,True,False,1.0,2.0,-0.02010913018834708,-0.01970913018834708,0.9439421075625504,1.061881501523973
2010-05-03,43.43830490112305,20.190000534057617,0.014013344048941612,0.15447158652376247,,41.985691656675634,40.69316559236146,True,False,0,True,False,-1.0,2.0,-0.014492709128306691,0.014013344048941612,0.9302618291636855,1.0767620123440353
2010-05-04,42.13332748413086,23.84000015258789,-0.030042088888198037,0.19029767668625736,,41.991481296968,40.707495561433795,True,False,0,True,False,-1.0,0.0,0.02996272380883296,-0.030042088888198037,0.9581350074208167,1.0444138322577607
2010-05-05,41.91581344604492,24.90999984741211,-0.0051625174434148935,0.19095251907927646,,41.988513930265135,40.71951862496227,True,False,0,True,False,-1.0,0.0,0.005083152364049814,-0.0051625174434148935,0.9630053536488666,1.0390220276305862
2010-05-06,40.5151481628418,32.79999923706055,-0.03341615414445187,0.22357722425480078,,41.93073488056226,40.71748508802575,True,False,0,True,False,-1.0,0.0,0.03333678906508679,-0.03341615414445187,0.9951088599920083,1.0043019073958015
2010-05-07,39.50596618652344,40.95000076293945,-0.02490875689907812,0.2352253783256317,,41.83564591216859,40.70543017358294,True,False,0,True,False,-1.0,0.0,0.024829391819713043,-0.02490875689907812,1.0198168077800178,0.979285995331199
2010-05-10,41.559120178222656,28.84000015258789,0.05197073226877835,0.3073449653479449,,41.82480176573934,40.71392460148981,True,False,0,True,False,-1.0,0.0,-0.052050097348143434,0.05197073226877835,0.966735243657795,1.030180205609121
2010-05-11,41.515628814697266,28.31999969482422,-0.0010464938463298212,0.3064579472233345,,41.81267733628671,40.72190175784013,True,False,0,True,False,-1.0,0.0,0.0009671287669647419,-0.0010464938463298212,0.9676702011219751,1.0291021283633401
2010-05-12,42.29861831665039,25.520000457763672,0.018860114234279246,0.3114063083183846,,41.831733845320585,40.737590479818344,True,False,0,True,False,-1.0,0.0,-0.018939479313644324,0.018860114234279246,0.9493430313653953,1.0485111120630126
2010-05-13,41.62872314453125,26.68000030517578,-0.01583728260588224,0.3149061372407715,,41.823772641368066,40.74645747150703,True,False,0,True,False,-1.0,0.0,0.015757917526517163,-0.01583728260588224,0.9643027005580251,1.0319055452658628
2010-05-14,40.82835388183594,31.239999771118164,-0.019226370694015782,0.31893860269508645,,41.784736611582495,40.74727236116205,True,False,0,True,False,-1.0,0.0,0.019147005614650704,-0.019226370694015782,0.9827662097798325,1.0120657467313707
2010-05-17,40.95884704589844,30.84000015258789,0.003196140712411921,0.31952335368220003,,41.75234878547724,40.74937758190569,True,False,0,True,False,-1.0,0.0,-0.0032755057917770005,0.003196140712411921,0.9795471533677359,1.0153004512681365
2010-05-18,40.39335250854492,33.54999923706055,-0.013806407605170712,0.32076915162895125,,41.69905481383284,40.7458350438623,True,False,0,True,False,-1.0,0.0,0.013727042525805632,-0.013806407605170712,0.9929934387980466,1.0012827993962148
2010-05-19,40.07145309448242,35.31999969482422,-0.007969118532421993,0.319403465503639,,41.635227295426944,40.73912477570927,True,False,0,True,False,-1.0,0.0,0.007889753453056913,-0.007969118532421993,1.0008279122106662,0.9933034580833511
2010-05-20,38.58379364013672,45.790000915527344,-0.037125168654054685,0.3379560186634643,,41.5155632305136,40.717678694758305,True,False,0,True,False,-1.0,0.0,0.037045803574689604,-0.037125168654054685,1.0379043864584894,0.956426899677351
2010-05-21,39.010074615478516,40.099998474121094,0.011048187208277938,0.3415812534412214,,41.41730877502203,40.70068760939234,True,False,0,True,False,-1.0,0.0,-0.011127552287643018,0.011048187208277938,1.0263550511285984,0.9669936831160192
2010-05-24,38.85348892211914,38.31999969482422,-0.004013980872962564,0.34139028872730487,,41.31676682000623,40.68230752295181,True,False,0,True,False,-1.0,0.0,0.003934615793597484,-0.004013980872962564,1.0303933639226075,0.9631121889677159
2010-05-25,38.8882942199707,34.61000061035156,0.0008958088145269993,0.3371532584098379,,41.221532600397,40.66445664431518,True,False,0,True,False,-1.0,0.0,-0.0009751738938920787,0.0008958088145269993,1.0293885512136705,0.9639749533559716
2010-05-26,38.45329666137695,35.02000045776367,-0.011185822554550695,0.33728382873149404,,41.11297432827857,40.64245505244515,True,False,0,True,False,-1.0,0.0,0.011106457475185615,-0.011185822554550695,1.040821411383168,0.9531921005807005
2010-05-27,39.906158447265625,29.68000030517578,0.03778250272486905,0.3622961978068822,,41.06564821529767,40.63512871806525,True,False,0,True,False,-1.0,0.0,-0.03786186780423413,0.03778250272486905,1.001413968697562,0.9892060837182144
2010-05-28,39.671260833740234,32.06999969482422,-0.0058862497084453125,0.35778506633827356,,41.01096635719738,40.62553799284809,True,False,0,True,False,-1.0,0.0,0.005806884629080233,-0.0058862497084453125,1.0072290640797381,0.9833833696963358
2010-06-01,39.305885314941406,35.540000915527344,-0.009210080827279366,0.3520790010473214,,40.94410043397166,40.61240712043111,True,False,0,True,False,-1.0,0.0,0.009130715747914285,-0.009210080827279366,1.016425786356888,0.9743263293772302
2010-06-02,40.236759185791016,30.170000076293945,0.023682811451539942,0.3525469913610295,,40.91636156149399,40.60866933003668,True,False,0,True,False,-1.0,0.0,-0.02376217653090502,0.023682811451539942,0.9922732973909116,0.9974011161281421
2010-06-03,40.61955261230469,29.459999084472656,0.009513525300239634,0.3546808579197554,,40.904721994859116,40.60877762140254,True,False,0,True,False,-1.0,0.0,-0.009592890379604714,0.009513525300239634,0.9827545284224317,1.0068899168809144
2010-06-04,39.227569580078125,35.47999954223633,-0.03426879280312156,0.35571517039932843,,40.83895131192653,40.59503425780727,True,False,0,True,False,-1.0,0.0,0.03418942772375648,-0.03426879280312156,1.0163543433421247,0.97238501494377
2010-06-07,38.514198303222656,36.56999969482422,-0.01818545692460527,0.3505795679600227,,40.74778452727148,40.57432942243827,True,False,0,True,False,-1.0,0.0,0.01810609184524019,-0.01818545692460527,1.034756548429986,0.9547017491403784
2010-06-08,38.44459533691406,33.70000076293945,-0.0018072027817016556,0.28935070372300487,,40.65746338255158,40.5531380385027,True,False,0,True,False,-1.0,0.0,0.0017278377023365763,-0.0018072027817016556,1.036544439807103,0.9529764094836365
2010-06-09,38.12269973754883,33.72999954223633,-0.008372974056411908,0.28961827074451263,,40.558060886669125,40.52895457282157,True,False,0,True,False,-1.0,0.0,0.008293608977046828,-0.008372974056411908,1.0451411340781953,0.9449971627306575
2010-06-10,39.21018600463867,30.56999969482422,0.028525951062661203,0.3015656025675462,,40.50520304815813,40.51583249751627,True,False,0,True,False,-1.0,0.0,-0.028605316142026282,0.028525951062661203,1.0152445415248526,0.9719541055490659
2010-06-11,39.58427047729492,28.790000915527344,0.009540492172416482,0.30137541872933643,,40.46908804537918,40.50656322368322,True,False,0,True,False,-1.0,0.0,-0.009619857251781562,0.009540492172416482,1.005478033959733,0.9812270260850049
2010-06-14,39.57555389404297,28.579999923706055,-0.00022020320563831408,0.2947321211380906,,40.434047490424824,40.497299449258946,True,False,0,True,False,-1.0,0.0,0.00014083812627323472,-0.00022020320563831408,1.0056196436020448,0.981010956748402
2010-06-15,40.636932373046875,25.8700008392334,0.02681904293356374,0.31108555433642554,,40.44200376033157,40.4986888315852,True,False,0,True,False,-1.0,0.0,-0.02689840801292882,0.02681904293356374,0.9785700761226209,1.0073207317157338
2010-06-16,40.8022346496582,25.920000076293945,0.004067784327169477,0.3071713285408441,,40.4561304618738,40.501709187983934,True,False,0,True,False,-1.0,0.0,-0.004147149406534556,0.004067784327169477,0.9745117998121765,1.0114182952006399
2010-06-17,40.932743072509766,25.049999237060547,0.0031985606663986754,0.3055536086780318,,40.474821152486975,40.50599808235733,True,False,0,True,False,-1.0,0.0,-0.0032779257457637547,0.0031985606663986754,0.9713174224940215,1.0146533779769447
2010-06-18,40.966739654541016,23.950000762939453,0.0008305473681797793,0.2699779010834139,,40.494112074136154,40.510582575612894,True,False,0,True,False,-1.0,0.0,-0.0009099124475448586,0.0008305473681797793,0.970433608680777,1.0154960956696382
2010-06-21,40.61809539794922,24.8799991607666,-0.008510422345829771,0.2713005174678655,,40.49897416526608,40.51165235493963,True,False,0,True,False,-1.0,0.0,0.008431057266464691,-0.008510422345829771,0.9786153900088667,1.0068537950049483
2010-06-22,40.304298400878906,27.049999237060547,-0.00772554680360904,0.2727368302201416,,40.49133982156462,40.50958913151614,True,False,0,True,False,-1.0,0.0,0.007646181724243961,-0.00772554680360904,0.9860980611190163,0.9990752988872462
2010-06-23,40.13869857788086,26.90999984741211,-0.004108738510988141,0.2735765202122821,,40.477510753184866,40.50589867824613,True,False,0,True,False,-1.0,0.0,0.004029373431623062,-0.004108738510988141,0.9900714184474643,0.9949703597313312
2010-06-24,39.52854919433594,29.739999771118164,-0.015201025572890825,0.2764457500672919,,40.44029657440648,40.49617380775947,True,False,0,True,False,-1.0,0.0,0.015121660493525745,-0.015201025572890825,1.0050429423015703,0.9798457898487868
2010-06-25,39.53641891479492,28.530000686645508,0.00019908953451075462,0.24097976837358556,,40.40485039167662,40.48662400782948,True,False,0,True,False,-1.0,0.0,-0.000278454613875834,0.00019908953451075462,1.004763083457143,0.9800408668909801
2010-06-28,39.39666748046875,29.0,-0.003534751961915217,0.2404079023374561,,40.36531380692337,40.475778669248776,True,False,0,True,False,-1.0,0.0,0.0034553868825501375,-0.003534751961915217,1.0082349286357914,0.9765766655139801
2010-06-29,37.87704849243164,34.130001068115234,-0.038572272357566106,0.27503946190268935,,40.267734774982515,40.44992065753915,True,False,0,True,False,-1.0,0.0,0.038492907278201025,-0.038572272357566106,1.0470448222584126,0.9389078843937312
