,strategy,buy_hold
ann_return,-0.06847431773949364,0.18320253430855882
ann_vol,0.206368680007368,0.20601444966133506
sharpe,-0.33180576498841247,0.8892703138528559
max_drawdown,-0.7055970278540347,-0.35118734626691883
hit_rate,0.5098473658296405,0.5588380108321024
